Name	ER-ERR1084763	ER-ERR1084764	ER-ERR1084765	ER-ERR1084775	ER-ERR1084805	ER-ERR1084806	ER-ERR1084811	TN-ERR1084766	TN-ERR1084768	TN-ERR1084798	TN-ERR1084799	TN-ERR1084800	TN-ERR1084801	TN-ERR1084802	TN-ERR1084803	TN-ERR1084804	TN-ERR1084807	TN-ERR1084808	TN-ERR1084809	TN-ERR1084810
ENSG00000168827	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	16
ENSG00000168887	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000168924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169032	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000169083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000169180	415	329	307	341	285	108	248	66	414	201	266	261	82	173	115	591	613	241	221	60
ENSG00000169255	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169567	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000169682	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169710	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000169871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000169992	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170144	1285	1739	1840	1730	1990	1066	1647	754	1499	2348	1988	1920	3232	1451	1727	3423	1662	1414	2301	434
ENSG00000170340	1	0	1	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	1	6
ENSG00000170421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000170439	0	0	0	148	41	24	36	32	3	73	18	84	18	2	1	0	91	63	91	0
ENSG00000170454	0	0	0	0	533	0	0	145	4	1	2035	214	52	0	16	165	13	0	0	89
ENSG00000170473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000170542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0
ENSG00000170581	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000170608	3	1	0	3	937	108	2	0	2	47	4	16	2	4	1	0	96	4	58	14
ENSG00000170892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000170919	1	0	0	5	1	0	2	0	15	2	0	3	6	2	0	3	1	1	6	3
ENSG00000170946	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170962	1	4	0	0	1	79	31	0	135	10	0	16	68	32	117	26	37	0	30	0
ENSG00000170967	0	0	0	0	0	1	1	0	4	0	0	1	0	0	2	6	0	0	2	0
ENSG00000171044	0	0	0	107	0	0	0	0	115	49	1	1	3	8	0	0	69	66	2	4
ENSG00000171345	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171346	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171451	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171490	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000172115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000172197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0
ENSG00000172216	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000172379	134	155	75	38	21	0	15	1	0	48	0	49	2	42	4	144	17	1	12	6
ENSG00000172421	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000172543	9	7	1	2	7	3	10	61	55	6	16	2	1	4	3	11	23	10	4	32
ENSG00000172766	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172780	6	4	1	8	3	2	3	0	14	2	8	1	1	5	8	9	20	8	0	0
ENSG00000172824	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172974	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3
ENSG00000173041	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173065	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000173163	0	0	0	0	4	0	0	4	1	3	4	2	4	0	4	3	6	0	4	4
ENSG00000173198	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000173542	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000173702	0	1	0	0	0	55	1	4	4	2	0	0	0	1	0	0	30	0	4	26
ENSG00000173846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000174428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000174444	1121	1217	1024	938	2240	1898	1133	661	2372	4885	904	1284	2326	1689	1306	1713	907	1119	1046	389
ENSG00000174669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000174697	0	1	0	0	0	1	0	7	5	0	3	59	1	0	1	2	64	2	2	1
ENSG00000174749	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000174799	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174807	0	0	1	0	1	0	0	102	77	1	48	4	7	0	0	52	232	0	0	9
ENSG00000174876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000174898	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175193	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000175215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000175220	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000175318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000175322	0	3	1	4	19	11	2	0	14	39	15	33	22	12	0	6	35	4	5	2
ENSG00000175556	0	0	3	0	66	0	4	5	56	176	19	210	0	9	95	9	383	0	2	0
ENSG00000175764	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175898	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176407	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000176593	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000176700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000176890	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176903	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000176953	1244	1395	1497	2293	2388	1544	2099	390	1794	1658	1317	2804	1754	1958	1429	2859	3698	1294	2626	258
ENSG00000177000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000177084	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000177469	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000177600	1	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSG00000177688	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000177700	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177879	0	4	2	16	12	24	6	0	4	8	10	4	10	8	16	8	24	6	10	0
ENSG00000178053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000178150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000178229	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178343	0	0	0	0	0	0	0	15	0	9	0	46	10	29	0	14	4	0	3	0
ENSG00000178395	0	0	0	2	1	9	0	0	0	6	1	0	0	0	2	9	27	1	1	0
ENSG00000178445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000178458	5	8	15	10	19	42	12	1	11	21	33	27	54	12	23	25	25	4	23	5
ENSG00000178715	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	2
ENSG00000178719	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178927	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178934	0	0	0	0	379	0	0	0	13	6	11	2	70	2	52	0	52	0	108	2
ENSG00000179101	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	2	2	0
ENSG00000179134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000179431	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000179532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000179611	360	413	441	681	392	320	386	19	813	392	772	470	586	468	1960	555	821	469	654	81
ENSG00000179636	2	0	2	0	0	0	0	25	76	17	3	127	17	3	1	0	3	93	10	44
ENSG00000179766	1	1	0	4	0	7	5	4	13	40	10	3	2	3	2	1	14	0	4	6
ENSG00000179820	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179943	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180113	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000180139	1	0	0	1	6	0	0	0	0	3	122	5	1	0	0	0	138	0	0	0
ENSG00000180347	0	0	0	1	0	13	0	0	60	445	13	2	3	0	0	0	53	0	81	54
ENSG00000180479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000180658	0	0	0	0	0	1	0	0	0	0	0	0	2	0	5	0	2	6	0	4
ENSG00000180764	1	2	0	1	2	1	1	0	0	0	1	0	0	0	0	1	6	0	3	0
ENSG00000180801	0	0	10	1	282	48	32	57	489	15	17	14	35	1330	19	322	54	0	132	8
ENSG00000180806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000180815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000180817	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180822	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000180861	0	0	0	0	32	0	1	0	59	2	18	94	3	0	33	0	0	0	133	8
ENSG00000181019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000181126	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000181222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000181617	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000181666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000181690	0	0	2	13	20	19	98	0	721	5	1	71	18	20	248	20	176	8	558	2
ENSG00000181873	0	1	0	0	0	0	0	0	0	2	1	4	1	0	0	0	0	0	0	0
ENSG00000182054	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000182103	0	0	0	1	4	0	0	0	164	8	11	16	10	31	58	0	1	0	40	2
ENSG00000182183	2	0	0	0	1	3	0	0	7	11	6	3	3	1	5	3	4	2	1	5
ENSG00000182195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000182253	15	13	10	5	4	3	1	1	38	137	174	138	0	58	0	1426	232	4	34	0
ENSG00000182326	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000182378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000182545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000182718	36	34	80	1	214	117	23	96	184	158	216	146	229	111	245	132	315	176	56	174
ENSG00000182742	0	0	0	3	394	2218	43	16	0	1	105	84	0	0	0	0	1136	1006	206	0
ENSG00000182899	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
ENSG00000183010	1883	1998	1741	2282	1416	2805	1579	31	2148	2220	1252	1693	2099	3775	4115	2136	1364	416	1483	267
ENSG00000183049	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000183145	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000183571	0	1	1	2	2	12	3	0	39	103	20	5	305	3	2	188	2	0	23	13
ENSG00000183621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000183780	0	0	0	0	4	0	0	0	23	10	0	6	1	6	0	2	12	0	12	0
ENSG00000183826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000183831	0	0	0	0	0	50	6	16	9	19	255	38	25	0	0	8	167	1	56	0
ENSG00000183853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000183856	0	3	1	0	2	2	0	2	0	0	1	2	0	0	1	2	2	5	1	0
ENSG00000183955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000184009	13	25	37	18	31	19	24	35	8	89	31	17	63	9	10	37	55	778	36	30
ENSG00000184014	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184330	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	39	12	0
ENSG00000184500	1	0	0	0	4	0	4	78	726	36	4	125	2	176	34	1	1372	19	172	69
ENSG00000184640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000184647	0	0	0	1	0	0	0	0	0	0	3	0	3	1	0	0	2	19	24	3
ENSG00000184682	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	2
ENSG00000184787	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
ENSG00000184887	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000184900	0	0	0	0	1	0	1	0	0	6	1	0	0	0	0	4	1	0	0	0
ENSG00000184939	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184992	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000185044	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000185155	4	0	0	0	0	14	0	6	5	1	14	17	2	15	0	19	25	0	35	1
ENSG00000185236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000185432	0	0	0	0	1	6	0	0	0	1	0	0	2	0	1	0	0	0	2	0
ENSG00000185479	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000185554	0	0	1	0	0	0	0	34	0	0	0	24	52	0	90	0	11	0	0	4
ENSG00000185624	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185651	44	68	40	46	36	36	50	6	18	71	55	24	45	11	31	46	30	26	60	15
ENSG00000185658	74	63	85	138	38	51	261	16	56	70	14	40	60	28	57	10	39	20	96	2
ENSG00000185721	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000185863	5	6	1	22	2	4	0	0	0	19	5	1	2	0	6	1	0	1	56	0
ENSG00000185945	0	0	0	0	0	0	0	85	0	0	0	370	369	0	862	0	2	0	0	0
ENSG00000186026	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	0
ENSG00000186073	122	135	155	137	232	66	149	15	525	251	116	51	150	64	312	201	351	170	98	10
ENSG00000186081	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
ENSG00000186468	0	0	1	4	0	10	0	2	4	6	4	4	0	4	4	2	1	0	8	0
ENSG00000186481	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000186530	0	0	0	0	1	0	0	2	0	21	29	41	11	32	0	0	16	0	7	1
ENSG00000186652	0	0	0	0	0	0	0	4	11	0	0	2	4	2	0	1	2	0	11	9
ENSG00000186832	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1
ENSG00000186847	0	0	0	2	1	0	0	0	176	0	140	257	13	8	0	11	120	0	2	14
ENSG00000186867	0	0	0	0	0	0	0	2	1	0	22	0	45	870	1	68	9	0	16	3
ENSG00000187097	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000187514	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000187534	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187609	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187634	520	647	880	3046	1668	2659	1269	337	1015	813	818	830	4155	2229	3271	2541	1711	790	1615	190
ENSG00000187650	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187653	16	4	5	4	61	10	30	5	12	17	137	20	68	8	103	44	30	248	29	31
ENSG00000188206	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188306	0	0	0	31	16	23	0	0	4	0	10	5	12	0	53	30	0	1	2	21
ENSG00000188428	336	424	392	264	370	358	366	16	223	167	289	250	585	183	245	431	264	208	210	50
ENSG00000188493	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188612	466	456	468	416	413	944	588	124	203	658	504	506	525	296	547	589	538	352	384	94
ENSG00000188735	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188783	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
ENSG00000188825	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188859	2	2	9	5	1	52	2	10	1495	237	1	7	17	0	1	1	223	17	26	7
ENSG00000188917	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188938	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000188976	584	609	989	2024	1674	1532	1239	74	1104	831	893	944	4785	2362	3215	2596	1754	876	1559	24
ENSG00000189002	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000189043	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000189127	0	0	1	105	143	1	2	0	0	0	12	16	29	32	19	12	1	1	33	1
ENSG00000189143	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000189180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000189229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000189308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000189316	0	1	0	14	4	8	1	6	81	110	11	64	9	2	9	0	191	0	38	56
ENSG00000189339	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189403	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196199	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196205	487	353	238	389	536	301	470	50	633	969	336	1043	800	254	609	992	402	408	433	39
ENSG00000196235	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000196236	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000196262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000196267	0	0	0	2	0	0	0	0	0	0	1	0	0	0	8	0	0	2	0	0
ENSG00000196305	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000196396	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000196505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000196511	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000196531	153	134	145	378	157	337	326	18	192	393	133	167	278	116	364	181	190	122	171	34
ENSG00000196586	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196628	0	0	0	129	425	4	404	125	239	40	2	361	0	522	299	0	449	0	154	134
ENSG00000196656	2	4	0	2	2	4	6	0	0	4	2	0	2	2	0	0	0	2	0	0
ENSG00000196912	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000196924	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000196933	0	2	2	8	14	9	0	0	0	0	4	2	6	3	18	6	0	0	4	0
ENSG00000196943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000197043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000197124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197261	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000197312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197360	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197372	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197415	0	0	0	1	2	0	0	241	159	203	8	39	16	15	0	25	11	0	10	28
ENSG00000197576	0	0	0	0	2	0	0	9	168	4	2	19	0	0	5	63	12	57	43	0
ENSG00000197584	1	1	0	25	5	46	2	5	1	35	9	13	24	0	1	4	12	8	6	6
ENSG00000197594	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000197632	0	0	0	4	4	1	0	2	5047	1	1	215	14	45	4	1	575	0	1	14
ENSG00000197728	92	150	138	189	282	369	90	6	44	214	104	66	220	134	152	68	66	128	84	15
ENSG00000197757	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000197813	0	0	0	1	144	2	21	23	28	188	67	152	54	22	12	11	50	19	27	75
ENSG00000197930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000197982	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000198039	0	0	0	10	2	8	0	0	89	127	18	69	5	4	2	1	195	2	27	8
ENSG00000198040	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198046	0	0	3	0	0	146	0	32	1	0	20	475	609	0	1	228	615	0	493	35
ENSG00000198053	0	0	0	12	8	5	11	6	125	112	129	73	26	156	73	265	158	357	183	156
ENSG00000198087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000198153	0	0	0	5	0	0	2	0	20	4	0	5	10	0	0	0	13	0	0	0
ENSG00000198185	0	0	0	250	0	4	1	2	644	0	1	310	0	376	0	609	0	0	441	23
ENSG00000198250	0	0	1	1	0	0	1	0	44	0	14	10	20	0	0	0	113	49	73	1
ENSG00000198380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000198440	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000198483	5	1	18	16	8	3	27	9	304	74	42	3	8	3	6	0	221	3	187	46
ENSG00000198542	0	0	0	1	0	0	3	1	259	7	31	102	1	0	141	1	38	0	974	8
ENSG00000198589	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198625	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198643	1	8	1	7	2	4	2	0	76	2091	6	46	107	1	643	6	69	2	194	979
ENSG00000198681	0	0	0	0	0	0	7	18	0	0	0	0	0	0	0	0	0	0	6	0
ENSG00000198695	0	0	2	12	0	0	0	0	1	0	1	0	0	0	11	5	0	1	0	0
ENSG00000198727	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0
ENSG00000198728	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198744	6	41	42	24886	79	25	29	5	28	20	24	29	21	20	24	51	15	26	38	5
ENSG00000198759	0	0	0	0	0	0	0	57	0	0	1	2	0	1	4	5	82	0	3	2
ENSG00000198763	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000198771	0	0	1	5	0	1	3	45	2677	2	225	2	2367	2	40	652	14	5	576	36
ENSG00000198786	3	1	2	1	0	0	0	0	3	0	0	0	0	1	1	0	2	0	0	0
ENSG00000198804	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0
ENSG00000198840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000198858	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198886	28	80	48	15	42	56	1	2	77	16	47	19	30	19	19	33	15	41	20	0
ENSG00000198888	1	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000198899	1	0	0	3	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0
ENSG00000198938	2622	4216	4079	2253	4642	3910	2069	239	3486	1471	6907	2286	3894	2586	4075	5003	1356	1545	6248	378
ENSG00000199030	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSG00000200036	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200731	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000201025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000201339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000201623	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
